,0,1,2,3
0,0.29170712081066935,-1.5279542728522442,-0.9419053049604041,0.7047112776581034
1,-0.4872643342847768,-0.6251040730435645,0.18608957627276673,-1.3476205797509548
2,0.1460137031663206,-1.768880684479936,0.6823459135280334,0.5607701806479729
3,-0.12355345434340682,-1.4599813426752712,1.6076402284343738,-0.318869029722905
4,-0.013795014000645886,-0.898481659916484,0.2860378372056333,1.164989696224456
5,-0.3134925771314029,1.108866703336904,-0.947554263058468,-1.5620362674428285
6,0.7192659367087686,0.6457758864328367,0.18614260214431416,-0.6572066806613539
7,-0.3366333719504763,0.6313334367585874,-0.9028768700062424,-0.09738069133881269
8,0.41938065422793624,2.558829025611888,-0.1135710942459356,1.9202238412238195
9,0.21115915920876727,-0.9566437785694268,-0.8041580736428788,-0.2748393328877334
